product_id,product_name,category,list_price
753,"Road-150 Red, 56",Bikes,3578.27
793,"Road-250 Black, 44",Bikes,2443.35
750,"Road-150 Red, 44",Bikes,3578.27
756,"Road-450 Red, 44",Bikes,1457.99
965,"Touring-3000 Yellow, 62",Bikes,742.35
979,"Touring-3000 Blue, 50",Bikes,742.35
959,"Touring-3000 Blue, 58",Bikes,742.35
962,"Touring-3000 Yellow, 50",Bikes,742.35
971,"Touring-2000 Blue, 50",Bikes,1214.85
968,"Touring-1000 Blue, 54",Bikes,2384.07
954,"Touring-1000 Yellow, 46",Bikes,2384.07
957,"Touring-1000 Yellow, 60",Bikes,2384.07
960,"Touring-3000 Blue, 62",Bikes,742.35
963,"Touring-3000 Yellow, 54",Bikes,742.35
966,"Touring-1000 Blue, 46",Bikes,2384.07
969,"Touring-1000 Blue, 60",Bikes,2384.07
972,"Touring-2000 Blue, 54",Bikes,1214.85
961,"Touring-3000 Yellow, 44",Bikes,742.35
958,"Touring-3000 Blue, 54",Bikes,742.35
955,"Touring-1000 Yellow, 50",Bikes,2384.07
978,"Touring-3000 Blue, 44",Bikes,742.35
967,"Touring-1000 Blue, 50",Bikes,2384.07
970,"Touring-2000 Blue, 46",Bikes,1214.85
956,"Touring-1000 Yellow, 54",Bikes,2384.07
964,"Touring-3000 Yellow, 58",Bikes,742.35
953,"Touring-2000 Blue, 60",Bikes,1214.85
810,HL Mountain Handlebars,Components,120.27
947,HL Touring Handlebars,Components,91.57
809,ML Mountain Handlebars,Components,61.92
946,LL Touring Handlebars,Components,46.09
811,LL Road Handlebars,Components,44.54
808,LL Mountain Handlebars,Components,44.54
813,HL Road Handlebars,Components,120.27
994,LL Bottom Bracket,Components,53.99
996,HL Bottom Bracket,Components,121.49
907,Rear Brakes,Components,106.5
948,Front Brakes,Components,106.5
952,Chain,Components,20.24
951,HL Crankset,Components,404.99
950,ML Crankset,Components,256.49
949,LL Crankset,Components,175.49
945,Front Derailleur,Components,91.49
894,Rear Derailleur,Components,121.46
802,LL Fork,Components,148.22
804,HL Fork,Components,229.49
807,HL Headset,Components,124.73
805,LL Headset,Components,34.2
806,ML Headset,Components,102.29
943,"LL Mountain Frame - Black, 40",Components,249.79
920,"LL Mountain Frame - Silver, 52",Components,264.05
926,"LL Mountain Frame - Black, 48",Components,249.79
745,"HL Mountain Frame - Black, 48",Components,1349.6
917,"LL Mountain Frame - Silver, 42",Components,264.05
831,"ML Mountain Frame - Black, 44",Components,348.76
739,"HL Mountain Frame - Silver, 42",Components,1364.5
814,"ML Mountain Frame - Black, 38",Components,348.76
748,"HL Mountain Frame - Silver, 38",Components,1364.5
905,"ML Mountain Frame-W - Silver, 42",Components,364.09
925,"LL Mountain Frame - Black, 44",Components,249.79
742,"HL Mountain Frame - Silver, 46",Components,1364.5
942,"ML Mountain Frame-W - Silver, 38",Components,364.09
919,"LL Mountain Frame - Silver, 48",Components,264.05
744,"HL Mountain Frame - Black, 44",Components,1349.6
741,"HL Mountain Frame - Silver, 48",Components,1364.5
830,"ML Mountain Frame - Black, 40",Components,348.76
747,"HL Mountain Frame - Black, 38",Components,1349.6
906,"ML Mountain Frame-W - Silver, 46",Components,364.09
924,"LL Mountain Frame - Black, 42",Components,249.79
944,"LL Mountain Frame - Silver, 40",Components,264.05
904,"ML Mountain Frame-W - Silver, 40",Components,364.09
927,"LL Mountain Frame - Black, 52",Components,249.79
918,"LL Mountain Frame - Silver, 44",Components,264.05
832,"ML Mountain Frame - Black, 48",Components,348.76
743,"HL Mountain Frame - Black, 42",Components,1349.6
941,Touring Pedal,Components,80.99
935,LL Mountain Pedal,Components,40.49
938,LL Road Pedal,Components,40.49
936,ML Mountain Pedal,Components,62.09
939,ML Road Pedal,Components,62.09
937,HL Mountain Pedal,Components,80.99
940,HL Road Pedal,Components,80.99
717,"HL Road Frame - Red, 62",Components,1431.5
725,"LL Road Frame - Red, 44",Components,337.22
833,"ML Road Frame-W - Yellow, 40",Components,594.83
839,"HL Road Frame - Black, 48",Components,1431.5
733,"ML Road Frame - Red, 52",Components,594.83
736,"LL Road Frame - Black, 44",Components,337.22
836,"ML Road Frame-W - Yellow, 48",Components,594.83
730,"LL Road Frame - Red, 62",Components,337.22
722,"LL Road Frame - Black, 58",Components,337.22
822,"ML Road Frame-W - Yellow, 38",Components,594.83
719,"HL Road Frame - Red, 48",Components,1431.5
727,"LL Road Frame - Red, 52",Components,337.22
726,"LL Road Frame - Red, 48",Components,337.22
723,"LL Road Frame - Black, 60",Components,337.22
718,"HL Road Frame - Red, 44",Components,1431.5
838,"HL Road Frame - Black, 44",Components,1431.5
738,"LL Road Frame - Black, 52",Components,337.22
835,"ML Road Frame-W - Yellow, 44",Components,594.83
729,"LL Road Frame - Red, 60",Components,337.22
732,"ML Road Frame - Red, 48",Components,594.83
915,ML Touring Seat/Saddle,Components,39.14
909,ML Mountain Seat/Saddle,Components,39.14
913,HL Road Seat/Saddle,Components,52.64
910,HL Mountain Seat/Saddle,Components,52.64
908,LL Mountain Seat/Saddle,Components,27.12
916,HL Touring Seat/Saddle,Components,52.64
911,LL Road Seat/Saddle,Components,27.12
914,LL Touring Seat/Saddle,Components,27.12
891,"HL Touring Frame - Blue, 50",Components,1003.91
897,"LL Touring Frame - Blue, 58",Components,333.42
903,"LL Touring Frame - Blue, 44",Components,333.42
900,"LL Touring Frame - Yellow, 50",Components,333.42
899,"LL Touring Frame - Yellow, 44",Components,333.42
896,"LL Touring Frame - Blue, 54",Components,333.42
902,"LL Touring Frame - Yellow, 58",Components,333.42
885,"HL Touring Frame - Yellow, 60",Components,1003.91
888,"HL Touring Frame - Yellow, 50",Components,1003.91
893,"HL Touring Frame - Blue, 60",Components,1003.91
887,"HL Touring Frame - Yellow, 46",Components,1003.91
890,"HL Touring Frame - Blue, 46",Components,1003.91
892,"HL Touring Frame - Blue, 54",Components,1003.91
889,"HL Touring Frame - Yellow, 54",Components,1003.91
895,"LL Touring Frame - Blue, 50",Components,333.42
898,"LL Touring Frame - Blue, 62",Components,333.42
886,"LL Touring Frame - Yellow, 62",Components,333.42
826,LL Road Rear Wheel,Components,112.565
823,LL Mountain Rear Wheel,Components,87.745
815,LL Mountain Front Wheel,Components,60.745
824,ML Mountain Rear Wheel,Components,236.025
827,ML Road Rear Wheel,Components,275.385
825,HL Mountain Rear Wheel,Components,327.215
816,ML Mountain Front Wheel,Components,209.025
819,ML Road Front Wheel,Components,248.385
820,HL Road Front Wheel,Components,330.06
817,HL Mountain Front Wheel,Components,300.215
828,HL Road Rear Wheel,Components,357.06
857,"Men's Bib-Shorts, L",Clothing,89.99
856,"Men's Bib-Shorts, M",Clothing,89.99
855,"Men's Bib-Shorts, S",Clothing,89.99
712,AWC Logo Cap,Clothing,8.99
858,"Half-Finger Gloves, S",Clothing,24.49
861,"Full-Finger Gloves, S",Clothing,37.99
859,"Half-Finger Gloves, M",Clothing,24.49
862,"Full-Finger Gloves, M",Clothing,37.99
863,"Full-Finger Gloves, L",Clothing,37.99
860,"Half-Finger Gloves, L",Clothing,24.49
714,"Long-Sleeve Logo Jersey, M",Clothing,49.99
883,"Short-Sleeve Classic Jersey, L",Clothing,53.99
716,"Long-Sleeve Logo Jersey, XL",Clothing,49.99
882,"Short-Sleeve Classic Jersey, M",Clothing,53.99
713,"Long-Sleeve Logo Jersey, S",Clothing,49.99
715,"Long-Sleeve Logo Jersey, L",Clothing,49.99
884,"Short-Sleeve Classic Jersey, XL",Clothing,53.99
881,"Short-Sleeve Classic Jersey, S",Clothing,53.99
849,"Men's Sports Shorts, M",Clothing,59.99
869,"Women's Mountain Shorts, L",Clothing,69.99
867,"Women's Mountain Shorts, S",Clothing,69.99
841,"Men's Sports Shorts, S",Clothing,59.99
850,"Men's Sports Shorts, L",Clothing,59.99
868,"Women's Mountain Shorts, M",Clothing,69.99
710,"Mountain Bike Socks, L",Clothing,9.5
874,"Racing Socks, M",Clothing,8.99
875,"Racing Socks, L",Clothing,8.99
709,"Mountain Bike Socks, M",Clothing,9.5
852,"Women's Tights, S",Clothing,74.99
853,"Women's Tights, M",Clothing,74.99
854,"Women's Tights, L",Clothing,74.99
865,"Classic Vest, M",Clothing,63.5
866,"Classic Vest, L",Clothing,63.5
864,"Classic Vest, S",Clothing,63.5
876,Hitch Rack - 4-Bike,Accessories,120.0
879,All-Purpose Bike Stand,Accessories,159.0
871,Mountain Bottle Cage,Accessories,9.99
872,Road Bottle Cage,Accessories,8.99
870,Water Bottle - 30 oz.,Accessories,4.99
877,Bike Wash - Dissolver,Accessories,7.95
878,Fender Set - Mountain,Accessories,21.98
707,"Sport-100 Helmet, Red",Accessories,34.99
708,"Sport-100 Helmet, Black",Accessories,34.99
711,"Sport-100 Helmet, Blue",Accessories,34.99
880,Hydration Pack - 70 oz.,Accessories,54.99
843,Cable Lock,Accessories,25.0
844,Minipump,Accessories,19.99
921,Mountain Tire Tube,Accessories,4.99
932,ML Road Tire,Accessories,24.99
929,ML Mountain Tire,Accessories,29.99
933,HL Road Tire,Accessories,32.6
930,HL Mountain Tire,Accessories,35.0
873,Patch Kit/8 Patches,Accessories,2.29
923,Touring Tire Tube,Accessories,4.99
934,Touring Tire,Accessories,28.99
922,Road Tire Tube,Accessories,3.99
931,LL Road Tire,Accessories,21.49
928,LL Mountain Tire,Accessories,24.99
